Data set,layers,position_range,velocity_range,omega,c1,c2,c1>c2,c1<=c2,c1==c2,vmax,pop_size,loss1,loss2,average,count,value,param
Cancer,1,10,1,0.2,0.9,0.1,TRUE,,FALSE,7,10,92.8571428571429,92.8272432568533,89.254479161958,,,
Cancer,1,10,1,0.2,0.5,0.5,FALSE,,TRUE,7,10,80,79.3339500462535,89.2489317651205,,,
Cancer,1,10,1,0.5,0.1,5,FALSE,,FALSE,7,1000,84.2857142857143,83.6424394319131,89.0471507845061,,,
Cancer,1,10,1,0.2,0.9,0.5,TRUE,,FALSE,15,10,85.7142857142857,85.5873015873016,89.0335060173228,,,
Cancer,1,10,1,0.8,0.5,0.9,FALSE,,FALSE,7,1000,77.1428571428572,76.9396825396826,88.9932711575403,,,
Cancer,1,10,1,0.5,0.9,0.1,TRUE,,FALSE,7,10,88.5714285714286,88.5714285714286,88.3507640789194,,,
Cancer,1,10,1,0.8,5,0.1,TRUE,,FALSE,1,10,92.8571428571429,92.8834773987669,88.223960464707,,,
Cancer,1,10,1,0.5,5,0.5,TRUE,,FALSE,7,10,91.4285714285714,91.4285714285714,88.1783701285946,,,
Cancer,1,10,1,0.2,5,0.5,TRUE,,FALSE,15,10,87.1428571428571,87.089037862336,88.0772983350644,,,
Cancer,1,10,1,0.5,0.1,5,FALSE,,FALSE,1,10,88.5714285714286,88.1908285978591,87.979749087857,,,
Cancer,1,10,1,0.5,0.5,0.5,FALSE,,TRUE,15,100,87.1428571428571,86.9612020632429,87.850579455306,,,
Cancer,1,10,1,0.8,5,0.9,TRUE,,FALSE,1,100,78.5714285714286,76.8873403019745,87.8155116155353,,,
Cancer,1,10,1,0.5,0.1,0.9,FALSE,,FALSE,1,10,92.8571428571429,92.8834773987669,87.732098954363,,,
Cancer,1,10,1,0.2,0.5,0.5,FALSE,,TRUE,1,10,91.4285714285714,91.4285714285714,87.6714951714952,,,
Cancer,1,10,1,0.2,0.5,0.1,TRUE,,FALSE,15,10,80,79.6014492753623,87.5431331953071,,,
Cancer,1,10,1,0.5,0.1,0.1,FALSE,,TRUE,7,10,77.1428571428572,77.1428571428572,87.2377164785328,,,
Cancer,1,10,1,0.2,5,0.9,TRUE,,FALSE,7,10,72.8571428571429,72.143020557571,86.9513676922343,,,
Cancer,1,10,1,0.5,5,0.1,TRUE,,FALSE,15,10,90,90.096256684492,86.6320855614973,,,
Cancer,1,10,1,0.5,0.9,0.1,TRUE,,FALSE,1,10,88.5714285714286,88.5714285714286,86.5800004212211,,,
Cancer,1,10,1,0.8,0.1,0.1,FALSE,,TRUE,1,10,88.5714285714286,88.6501784176203,86.5174227235331,,,
Cancer,1,10,1,0.5,5,5,FALSE,,TRUE,7,10,92.8571428571429,92.8834773987669,86.3817440387509,,,
Cancer,1,10,1,0.2,0.9,0.9,FALSE,,TRUE,7,10,95.7142857142857,95.755538579068,86.3436577799481,,,
Cancer,1,10,1,0.2,0.1,0.9,FALSE,,FALSE,1,10,88.5714285714286,88.5714285714286,86.1666666666667,,,
Cancer,1,10,1,0.2,0.9,5,FALSE,,FALSE,15,1000,62.8571428571429,62.1169772256729,85.9327900560275,,,
Cancer,1,10,1,0.2,5,0.5,TRUE,,FALSE,1,10,88.5714285714286,88.6501784176203,85.7616801059924,,,
Cancer,1,10,1,0.2,0.9,5,FALSE,,FALSE,15,10,70,62.7286179343001,85.6976940220687,,,
Cancer,1,10,1,0.2,0.1,0.5,FALSE,,FALSE,1,10,90,90.096256684492,85.5099410393528,,,
Cancer,1,10,1,0.8,0.9,0.1,TRUE,,FALSE,7,1000,100,100,85.2623083131558,,,
Cancer,1,10,1,0.2,0.5,0.9,FALSE,,FALSE,7,10,80,80.1378122308355,84.5713052808151,,,
Cancer,1,10,1,0.5,5,0.5,TRUE,,FALSE,15,10,65.7142857142857,61.7514374170721,84.3998894814249,,,
Cancer,1,10,1,0.2,0.1,0.9,FALSE,,FALSE,7,10,88.5714285714286,88.7444431094557,84.3928155842373,,,
Cancer,1,10,1,0.5,0.9,0.5,TRUE,,FALSE,15,10,80,80.2293202293202,84.238857501445,,,
Cancer,1,10,1,0.8,0.1,0.9,FALSE,,FALSE,7,1000,82.8571428571429,82.9752676264304,84.1454649781655,,,
Cancer,1,10,1,0.8,0.9,0.5,TRUE,,FALSE,7,100,87.1428571428571,86.8045886851652,83.7781596682923,,,
Cancer,1,10,1,0.5,5,0.1,TRUE,,FALSE,7,10,87.1428571428571,87.266615737204,83.5832617127248,,,
Cancer,1,10,1,0.8,0.1,0.5,FALSE,,FALSE,1,100,92.8571428571429,92.8272432568533,83.5814619747578,,,
Cancer,1,10,1,0.5,0.5,0.9,FALSE,,FALSE,15,1000,100,100,83.4368530020704,,,
Cancer,1,10,1,0.5,0.5,0.9,FALSE,,FALSE,15,100,77.1428571428572,77.4812030075188,83.4336142114801,,,
Cancer,1,10,1,0.5,5,0.9,TRUE,,FALSE,7,100,100,100,83.3725314233789,,,
Cancer,1,10,1,0.8,0.1,0.1,FALSE,,TRUE,7,100,95.7142857142857,95.7300864392602,82.8941153480207,,,
Cancer,1,10,1,0.5,0.5,0.9,FALSE,,FALSE,7,100,78.5714285714286,78.9115646258503,82.8415848871976,,,
Cancer,1,10,1,0.5,0.1,5,FALSE,,FALSE,15,1000,85.7142857142857,85.4296066252588,82.7019378210735,,,
Cancer,1,10,1,0.2,5,5,FALSE,,TRUE,15,100,62.8571428571429,48.5213032581454,82.3662372498773,,,
Cancer,1,10,1,0.8,5,0.1,TRUE,,FALSE,1,100,62.8571428571429,48.5213032581454,82.3662372498773,,,
Cancer,1,10,1,0.5,5,0.5,TRUE,,FALSE,7,100,95.7142857142857,95.755538579068,82.0220325284264,,,
Cancer,1,10,1,0.5,5,5,FALSE,,TRUE,7,1000,95.7142857142857,95.696345954112,82.0023016534411,,,
Cancer,1,10,1,0.5,0.9,0.9,FALSE,,TRUE,1,10,82.8571428571429,82.5155279503106,81.7159546032737,,,
Cancer,1,10,1,0.8,0.5,0.1,TRUE,,FALSE,7,10,91.4285714285714,91.5583323320918,81.0356483869227,,,
Cancer,1,10,1,0.8,0.1,0.5,FALSE,,FALSE,15,1000,80,78.6394557823129,80.6868620980996,,,
Cancer,1,10,1,0.2,0.5,0.9,FALSE,,FALSE,1,10,94.2857142857143,94.1718426501035,80.4700792048994,,,
Cancer,1,10,1,0.2,0.5,5,FALSE,,FALSE,15,1000,60,47.1428571428571,80.4339015902383,,,
Cancer,1,10,1,0.5,0.5,0.5,FALSE,,TRUE,15,10,74.2857142857143,71.3135780628041,80.1129154809371,,,
Cancer,1,10,1,0.2,0.9,5,FALSE,,FALSE,7,10,88.5714285714286,88.7444431094557,80.0976853127107,,,
Cancer,1,10,1,0.2,0.9,0.5,TRUE,,FALSE,1,10,64.2857142857143,63.7811168423413,79.9777539702983,,,
Cancer,1,10,1,0.2,5,0.9,TRUE,,FALSE,1,10,75.7142857142857,71.7823129251701,79.6263108136246,,,
Cancer,1,10,1,0.2,0.9,0.9,FALSE,,TRUE,15,10,88.5714285714286,88.5714285714286,79.6261119832549,,,
Cancer,1,10,1,0.2,5,5,FALSE,,TRUE,15,10,88.5714285714286,88.4698412698413,79.2503043740554,,,
Cancer,1,10,1,0.5,5,0.9,TRUE,,FALSE,7,10,92.8571428571429,92.92589763178,79.1472502783531,,,
Cancer,1,10,1,0.5,0.5,5,FALSE,,FALSE,15,1000,67.1428571428571,62.8751358848446,78.446259284479,,,
Cancer,1,10,1,0.8,0.9,0.9,FALSE,,TRUE,1,100,92.8571428571429,92.8834773987669,78.397245948601,,,
Cancer,1,10,1,0.8,0.5,0.5,FALSE,,TRUE,7,1000,85.7142857142857,85.8843537414966,78.2582318460056,,,
Cancer,1,10,1,0.8,0.5,5,FALSE,,FALSE,1,1000,87.1428571428571,87.3195035782227,78.1737908850306,,,
Cancer,1,10,1,0.8,0.1,0.5,FALSE,,FALSE,1,10,84.2857142857143,84.3436502772872,78.1197845615545,,,
Cancer,1,10,1,0.8,0.1,0.5,FALSE,,FALSE,7,1000,50,50.8056078677548,78.0039196198734,,,
Cancer,1,10,1,0.5,5,5,FALSE,,TRUE,7,100,65.7142857142857,65.7142857142857,77.8878546168266,,,
Cancer,1,10,1,0.8,5,0.1,TRUE,,FALSE,7,10,88.5714285714286,88.6501784176203,77.7699616794913,,,
Cancer,1,10,1,0.2,5,0.9,TRUE,,FALSE,15,10,58.5714285714286,55.3155245838173,76.8904528185841,,,
Cancer,1,10,1,0.2,0.5,0.5,FALSE,,TRUE,15,10,94.2857142857143,94.3250892088101,76.8483323447602,,,
Cancer,1,10,1,0.2,0.1,0.9,FALSE,,FALSE,15,10,80,80.1378122308355,76.7666131158896,,,
Cancer,1,10,1,0.8,5,5,FALSE,,TRUE,15,10,70,64.0271877655055,76.4505415447372,,,
Cancer,1,10,1,0.5,0.9,0.9,FALSE,,TRUE,15,10,75.7142857142857,75.7985594727787,76.4325639730932,,,
Cancer,1,10,1,0.8,0.9,0.9,FALSE,,TRUE,1,10,85.7142857142857,85.7142857142857,76.3034705407587,,,
Cancer,1,10,1,0.5,0.5,0.1,TRUE,,FALSE,1,10,58.5714285714286,46.4350064350064,76.2174564472959,,,
Cancer,1,10,1,0.2,0.9,0.1,TRUE,,FALSE,15,10,75.7142857142857,76.0479512033095,76.0656711563501,,,
Cancer,1,10,1,0.5,0.5,0.9,FALSE,,FALSE,15,10,51.4285714285714,49.3394777265745,75.9858156276115,,,
Cancer,1,10,1,0.8,0.9,0.9,FALSE,,TRUE,7,1000,81.4285714285714,81.6761904761905,75.908699284443,,,
Cancer,1,10,1,0.8,0.1,5,FALSE,,FALSE,15,1000,88.5714285714286,88.7074829931973,75.8626001094609,,,
Cancer,1,10,1,0.5,0.9,0.5,TRUE,,FALSE,7,10,77.1428571428572,77.4888862189115,75.8348632087626,,,
Cancer,1,10,1,0.5,0.1,0.1,FALSE,,TRUE,15,10,94.2857142857143,94.3250892088101,75.7168664709639,,,
Cancer,1,10,1,0.5,0.5,0.5,FALSE,,TRUE,7,100,62.8571428571429,48.5213032581454,75.432677309047,,,
Cancer,1,10,1,0.2,5,0.5,TRUE,,FALSE,7,10,88.5714285714286,88.4698412698413,75.2474660513496,,,
Cancer,1,10,1,0.2,0.1,0.1,FALSE,,TRUE,1,10,85.7142857142857,85.8127230220253,75.0509357901238,,,
Cancer,1,10,1,0.5,0.9,5,FALSE,,FALSE,15,1000,34.2857142857143,33.1016731016731,74.8843966800623,,,
Cancer,1,10,1,0.8,0.9,0.9,FALSE,,TRUE,1,1000,84.2857142857143,83.0507162214479,74.7478346720591,,,
Cancer,1,10,1,0.2,5,0.1,TRUE,,FALSE,1,10,30,31.1765926540776,74.6617179707652,,,
Cancer,1,10,1,0.8,0.9,0.5,TRUE,,FALSE,15,1000,62.8571428571429,54.6891534391535,74.4072364395494,,,
Cancer,1,10,1,0.8,5,0.9,TRUE,,FALSE,15,10,90,90.096256684492,74.3505886203105,,,
Cancer,1,10,1,0.5,0.1,0.1,FALSE,,TRUE,1,10,77.1428571428572,74.5009582780481,74.1282737579829,,,
Cancer,1,10,1,0.5,0.1,5,FALSE,,FALSE,15,100,62.8571428571429,48.5213032581454,73.949061084101,,,
Cancer,1,10,1,0.8,0.9,0.9,FALSE,,TRUE,7,100,55.7142857142857,53.1342261191218,73.8197255649286,,,
Cancer,1,10,1,0.8,0.5,5,FALSE,,FALSE,15,1000,62.8571428571429,48.5213032581454,73.4645415848423,,,
Cancer,1,10,1,0.8,5,0.9,TRUE,,FALSE,7,1000,40,40,73.4484649122807,,,
Cancer,1,10,1,0.8,5,0.5,TRUE,,FALSE,15,1000,90,90.096256684492,73.4050391385325,,,
Cancer,1,10,1,0.5,5,5,FALSE,,TRUE,1,10,75.7142857142857,71.7823129251701,73.2069247399068,,,
Cancer,1,10,1,0.5,0.5,0.5,FALSE,,TRUE,7,10,92.8571428571429,92.92589763178,72.9629391658399,,,
Cancer,1,10,1,0.8,0.1,0.9,FALSE,,FALSE,7,100,62.8571428571429,50.9183673469388,72.8806598509874,,,
Cancer,1,10,1,0.2,0.5,0.9,FALSE,,FALSE,15,10,78.5714285714286,78.2686701054048,72.8023628170745,,,
Cancer,1,10,1,0.8,0.1,5,FALSE,,FALSE,1,1000,67.1428571428571,66.3677655677656,72.6399253429002,,,
Cancer,1,10,1,0.5,0.5,5,FALSE,,FALSE,7,100,75.7142857142857,73.2296086751532,72.6297717653356,,,
Cancer,1,10,1,0.8,0.1,0.5,FALSE,,FALSE,7,100,60,47.1428571428571,72.2285714285714,,,
Cancer,1,10,1,0.8,0.9,5,FALSE,,FALSE,7,1000,65.7142857142857,64.5724857935774,72.199106034708,,,
Cancer,1,10,1,0.8,0.5,0.9,FALSE,,FALSE,15,1000,62.8571428571429,48.5213032581454,72.1800508036868,,,
Cancer,1,10,1,0.8,0.5,5,FALSE,,FALSE,7,1000,48.5714285714286,46.3594470046083,72.163501078143,,,
Cancer,1,10,1,0.2,5,5,FALSE,,TRUE,7,10,87.1428571428571,86.9612020632429,72.048964170643,,,
Cancer,1,10,1,0.5,0.9,5,FALSE,,FALSE,7,1000,68.5714285714286,60.1904761904762,71.7482246351606,,,
Cancer,1,10,1,0.8,0.1,0.9,FALSE,,FALSE,1,10,72.8571428571429,70.723964382501,71.7240759944357,,,
Cancer,1,10,1,0.8,0.9,5,FALSE,,FALSE,1,100,87.1428571428571,87.3500134517084,71.556288506946,,,
Cancer,1,10,1,0.8,0.5,0.9,FALSE,,FALSE,1,10,62.8571428571429,48.5213032581454,71.5437783872419,,,
Cancer,1,10,1,0.5,0.9,0.1,TRUE,,FALSE,15,10,70,66.9306930693069,71.2494340211813,,,
Cancer,1,10,1,0.8,0.5,0.9,FALSE,,FALSE,7,100,50,43.5480373021037,71.0220509491836,,,
Cancer,1,10,1,0.8,5,5,FALSE,,TRUE,7,1000,85.7142857142857,85.8127230220253,70.9971754538477,,,
Cancer,1,10,1,0.8,0.5,0.9,FALSE,,FALSE,1,100,44.2857142857143,40.566765312528,70.9505887742713,,,
Cancer,1,10,1,0.2,0.1,0.5,FALSE,,FALSE,7,10,67.1428571428571,67.4591291061879,70.6592190047485,,,
Cancer,1,10,1,0.8,0.1,5,FALSE,,FALSE,1,100,74.2857142857143,71.9714285714286,70.5453744655757,,,
Cancer,1,10,1,0.8,0.9,5,FALSE,,FALSE,1,1000,44.2857142857143,35.656689642149,70.3676113717438,,,
Cancer,1,10,1,0.8,5,5,FALSE,,TRUE,1,1000,71.4285714285714,65.1455026455026,69.8567824553332,,,
Cancer,1,10,1,0.8,0.5,5,FALSE,,FALSE,1,100,75.7142857142857,76.0380952380952,69.5031198686371,,,
Cancer,1,10,1,0.8,0.1,0.5,FALSE,,FALSE,7,10,58.5714285714286,56.4823763080663,69.0950835742306,,,
Cancer,1,10,1,0.8,0.9,5,FALSE,,FALSE,15,1000,78.5714285714286,78.4817297705599,68.4184556700112,,,
Cancer,1,10,1,0.5,0.1,0.5,FALSE,,FALSE,15,10,57.1428571428571,54.2274052478134,68.0663955757345,,,
Cancer,1,10,1,0.8,0.1,0.1,FALSE,,TRUE,7,10,61.4285714285714,53.7492414127928,68.0318274148235,,,
Cancer,1,10,1,0.8,0.5,0.1,TRUE,,FALSE,1,10,88.5714285714286,88.6501784176203,67.9152768638445,,,
Cancer,1,10,1,0.8,5,5,FALSE,,TRUE,1,100,71.4285714285714,69.4849368318756,67.4807351213345,,,
Cancer,1,10,1,0.8,0.1,0.5,FALSE,,FALSE,15,10,72.8571428571429,73.2190476190476,67.3905464494602,,,
Cancer,1,10,1,0.5,0.9,5,FALSE,,FALSE,7,100,44.2857142857143,45.1833916240696,67.2945765716342,,,
Cancer,1,10,1,0.8,0.5,0.5,FALSE,,TRUE,1,100,94.2857142857143,94.3537414965986,66.8170751474257,,,
Cancer,1,10,1,0.8,0.9,0.5,TRUE,,FALSE,15,100,64.2857142857143,64.6294881588999,66.803148100921,,,
Cancer,1,10,1,0.8,0.9,0.1,TRUE,,FALSE,7,10,37.1428571428571,24.6169772256729,66.7041900184518,,,
Cancer,1,10,1,0.8,0.5,0.1,TRUE,,FALSE,7,100,61.4285714285714,50.1291439222474,66.5918938650336,,,
Cancer,1,10,1,0.5,5,5,FALSE,,TRUE,15,1000,62.8571428571429,48.5213032581454,66.2956001113896,,,
Cancer,1,10,1,0.5,0.9,0.9,FALSE,,TRUE,7,10,85.7142857142857,85.7142857142857,65.9884943816924,,,
Cancer,1,10,1,0.2,0.1,5,FALSE,,FALSE,7,10,90,89.7369023106841,65.2781287521209,,,
Cancer,1,10,1,0.8,0.1,0.9,FALSE,,FALSE,1,100,88.5714285714286,88.7444431094557,64.9473090183781,,,
Cancer,1,10,1,0.8,0.1,0.9,FALSE,,FALSE,15,1000,42.8571428571429,40.04329004329,64.7451059105194,,,
Cancer,1,10,1,0.2,0.1,0.5,FALSE,,FALSE,15,10,84.2857142857143,84.2199351650773,64.5714776001232,,,
Cancer,1,10,1,0.8,5,0.5,TRUE,,FALSE,15,100,94.2857142857143,94.3250892088101,64.4441092931476,,,
Cancer,1,10,1,0.8,5,0.9,TRUE,,FALSE,15,1000,62.8571428571429,48.5213032581454,64.3848359637834,,,
Cancer,1,10,1,0.8,0.1,0.1,FALSE,,TRUE,15,10,92.8571428571429,92.92589763178,64.300415559038,,,
Cancer,1,10,1,0.5,0.5,5,FALSE,,FALSE,15,100,72.8571428571429,72.7518735602018,64.0437067997443,,,
Cancer,1,10,1,0.8,5,0.5,TRUE,,FALSE,1,10,85.7142857142857,85.5873015873016,63.8949285109934,,,
Cancer,1,10,1,0.8,0.5,0.5,FALSE,,TRUE,15,100,62.8571428571429,48.5213032581454,63.2482474301696,,,
Cancer,1,10,1,0.8,0.1,0.9,FALSE,,FALSE,15,100,65.7142857142857,59.5497066751229,62.9657119668282,,,
Cancer,1,10,1,0.8,0.5,0.5,FALSE,,TRUE,1,10,20,15.3333333333333,62.4748584748585,,,
Cancer,1,10,1,0.8,0.5,0.5,FALSE,,TRUE,7,100,62.8571428571429,48.5213032581454,62.4543998886104,,,
Cancer,1,10,1,0.8,0.9,0.5,TRUE,,FALSE,1,10,62.8571428571429,48.5213032581454,61.2362612117668,,,
Cancer,1,10,1,0.8,0.9,0.9,FALSE,,TRUE,15,1000,62.8571428571429,48.5213032581454,60.9487104605084,,,
Cancer,1,10,1,0.8,0.9,0.1,TRUE,,FALSE,15,10,37.1428571428571,20.1190476190476,60.8717902626619,,,
Cancer,1,10,1,0.8,0.9,0.5,TRUE,,FALSE,7,10,64.2857142857143,53.8232814094883,60.6542225329156,,,
Cancer,1,10,1,0.8,5,0.5,TRUE,,FALSE,7,100,47.1428571428571,47.3377327508752,60.1334133786544,,,
Cancer,1,10,1,0.5,0.1,0.9,FALSE,,FALSE,15,10,74.2857142857143,74.2857142857143,60.1277327437976,,,
Cancer,1,10,1,0.8,0.9,5,FALSE,,FALSE,15,100,62.8571428571429,54.6891534391535,60.0471784466524,,,
Cancer,1,10,1,0.5,5,5,FALSE,,TRUE,15,100,52.8571428571429,50.4799454540065,60.0364759422839,,,
Cancer,1,10,1,0.8,5,0.9,TRUE,,FALSE,1,10,62.8571428571429,48.5213032581454,59.8325524583205,,,
Cancer,1,10,1,0.8,5,5,FALSE,,TRUE,15,1000,68.5714285714286,62.920564452196,59.080652577754,,,
Cancer,1,10,1,0.8,5,0.5,TRUE,,FALSE,15,10,47.1428571428571,38.9563465835772,58.607194232057,,,
Cancer,1,10,1,0.5,5,5,FALSE,,TRUE,15,10,62.8571428571429,59.5142857142857,58.4233613233613,,,
Cancer,1,10,1,0.8,0.5,0.1,TRUE,,FALSE,15,10,90,89.9581405595946,57.7086141409829,,,
Cancer,1,10,1,0.8,0.9,5,FALSE,,FALSE,15,10,61.4285714285714,47.8381795195955,57.5369917667457,,,
Cancer,1,10,1,0.5,0.1,5,FALSE,,FALSE,15,10,67.1428571428571,67.4591291061879,57.3985669081423,,,
Cancer,1,10,1,0.8,0.5,0.5,FALSE,,TRUE,15,1000,62.8571428571429,48.5213032581454,56.291825282122,,,
Cancer,1,10,1,0.8,5,5,FALSE,,TRUE,15,100,54.2857142857143,54.8098748098748,56.2709985354053,,,
Cancer,1,10,1,0.8,5,0.9,TRUE,,FALSE,15,100,44.2857142857143,34.0524781341108,56.2282369100993,,,
Cancer,1,10,1,0.5,0.9,5,FALSE,,FALSE,15,100,62.8571428571429,48.5213032581454,55.812826766151,,,
Cancer,1,10,1,0.5,0.1,5,FALSE,,FALSE,7,10,62.8571428571429,48.5213032581454,55.8006585090176,,,
Cancer,1,10,1,0.5,0.1,5,FALSE,,FALSE,7,100,50,43.5480373021037,55.7839194445158,,,
Cancer,1,10,1,0.8,0.5,0.9,FALSE,,FALSE,15,10,45.7142857142857,39.3552356343054,55.6941694538594,,,
Cancer,1,10,1,0.8,0.1,5,FALSE,,FALSE,1,10,61.4285714285714,47.8381795195955,55.1369785649976,,,
Cancer,1,10,1,0.8,0.5,0.5,FALSE,,TRUE,15,10,64.2857142857143,64.4096462834981,54.7478204196109,,,
Cancer,1,10,1,0.5,0.5,0.9,FALSE,,FALSE,7,10,37.1428571428571,20.1190476190476,54.6184793530003,,,
Cancer,1,10,1,0.8,5,5,FALSE,,TRUE,7,100,51.4285714285714,47.7520124954944,54.2715723978648,,,
Cancer,1,10,1,0.5,0.1,0.9,FALSE,,FALSE,7,10,54.2857142857143,50.8254235251712,54.1631642630802,,,
Cancer,1,10,1,0.8,0.5,0.5,FALSE,,TRUE,7,10,37.1428571428571,38.0733082706767,53.5429217453572,,,
Cancer,1,10,1,0.8,0.1,0.5,FALSE,,FALSE,15,100,65.7142857142857,64.6992481203008,53.1932786651258,,,
Cancer,1,10,1,0.8,0.1,5,FALSE,,FALSE,7,1000,60,49.3333333333333,52.8731302397672,,,
Cancer,1,10,1,0.5,0.9,5,FALSE,,FALSE,7,10,37.1428571428571,38.1904761904762,52.3585449492895,,,
Cancer,1,10,1,0.8,0.1,0.9,FALSE,,FALSE,7,10,62.8571428571429,48.5213032581454,52.2875193843575,,,
Cancer,1,10,1,0.8,0.5,0.9,FALSE,,FALSE,7,10,40,26.0129509713229,52.1408501778216,,,
Cancer,1,10,1,0.5,0.5,5,FALSE,,FALSE,15,10,62.8571428571429,48.5213032581454,52.1244267542216,,,
Cancer,1,10,1,0.8,0.9,5,FALSE,,FALSE,1,10,37.1428571428571,20.1190476190476,51.3855572682859,,,
Cancer,1,10,1,0.5,0.5,5,FALSE,,FALSE,7,10,62.8571428571429,48.5213032581454,51.2319944332178,,,
Cancer,1,10,1,0.8,0.9,0.9,FALSE,,TRUE,15,10,45.7142857142857,38.026973026973,50.6380166638041,,,
Cancer,1,10,1,0.8,0.9,5,FALSE,,FALSE,7,100,54.2857142857143,49.9319727891156,50.6099993582126,,,
Cancer,1,10,1,0.8,0.5,5,FALSE,,FALSE,15,100,72.8571428571429,72.7518735602018,50.2875757622001,,,
Cancer,1,10,1,0.8,0.9,0.5,TRUE,,FALSE,1,100,60,51.2037037037037,49.7200283679692,,,
Cancer,1,10,1,0.8,0.1,5,FALSE,,FALSE,7,100,62.8571428571429,48.5213032581454,49.2800885419004,,,
Cancer,1,10,1,0.8,5,0.5,TRUE,,FALSE,7,10,42.8571428571429,41.8275418275418,49.0120200058088,,,
Cancer,1,10,1,0.5,0.1,0.5,FALSE,,FALSE,7,10,34.2857142857143,35.0680272108844,48.4031432283275,,,
Cancer,1,10,1,0.8,0.9,0.5,TRUE,,FALSE,15,10,45.7142857142857,39.4397759103641,48.0518037174384,,,
Cancer,1,10,1,0.8,0.1,5,FALSE,,FALSE,7,10,62.8571428571429,48.5213032581454,47.4860465583184,,,
Cancer,1,10,1,0.8,0.1,5,FALSE,,FALSE,15,100,37.1428571428571,20.1190476190476,47.3626981767035,,,
Cancer,1,10,1,0.8,0.9,5,FALSE,,FALSE,7,10,37.1428571428571,35.8902691511387,46.8675349876398,,,
Cancer,1,10,1,0.8,5,5,FALSE,,TRUE,7,10,60,47.1428571428571,46.2034632034632,,,
Cancer,1,10,1,0.8,0.5,5,FALSE,,FALSE,7,10,55.7142857142857,48.5442176870748,46.1385447820501,,,
Cancer,1,10,1,0.8,0.9,0.9,FALSE,,TRUE,7,10,62.8571428571429,60.3304178814383,45.8202934119572,,,
Cancer,1,10,1,0.8,0.5,5,FALSE,,FALSE,1,10,60,59.2792792792793,45.0875720440938,,,
Cancer,1,10,1,0.8,5,5,FALSE,,TRUE,1,10,90,90.096256684492,45.0864616819303,,,
Cancer,1,10,1,0.8,5,0.9,TRUE,,FALSE,7,100,35.7142857142857,19.5488721804511,41.8821187087099,,,
Cancer,1,10,1,0.8,0.5,0.9,FALSE,,FALSE,15,100,37.1428571428571,20.1190476190476,41.5910864509684,,,
Cancer,1,10,1,0.8,0.5,5,FALSE,,FALSE,7,100,60,47.1428571428571,41.4582017172866,,,
Cancer,1,10,1,0.8,0.9,0.9,FALSE,,TRUE,15,100,51.4285714285714,46.8027210884354,41.3969791413401,,,
Cancer,1,10,1,0.8,5,0.9,TRUE,,FALSE,7,10,51.4285714285714,42.6954177897574,40.8568903801752,,,
Cancer,1,10,1,0.8,0.1,5,FALSE,,FALSE,15,10,31.4285714285714,30.0621118012422,40.5913673524187,,,
Cancer,1,10,1,0.8,0.1,0.9,FALSE,,FALSE,15,10,61.4285714285714,50.1291439222474,40.2754452064797,,,
Cancer,1,10,1,0.5,0.9,5,FALSE,,FALSE,15,10,48.5714285714286,45.5714285714286,39.0219385349379,,,
Cancer,1,10,1,0.8,0.5,5,FALSE,,FALSE,15,10,44.2857142857143,44.491123710382,36.5115382636749,,,
Cancer,1,10,1,0.5,5,0.9,TRUE,,FALSE,15,10,35.7142857142857,21.8452789489166,33.1889805819655,count,value,param
Cancer,2,10,1,0.2,0.1,5,FALSE,TRUE,FALSE,1,1000,100,100,100,6,0.2,omega
Cancer,2,10,1,0.2,0.5,5,FALSE,TRUE,FALSE,1,100,100,100,100,5,0.5,omega
Cancer,2,10,1,0.2,0.5,5,FALSE,TRUE,FALSE,1,1000,100,100,100,1,0.8,omega
Cancer,2,10,1,0.2,0.9,5,FALSE,TRUE,FALSE,1,1000,100,100,100,1,0.1,c1
Cancer,2,10,1,0.2,5,5,FALSE,TRUE,TRUE,1,100,100,100,100,3,0.5,c1
Cancer,2,10,1,0.2,5,5,FALSE,TRUE,TRUE,1,1000,100,100,100,4,0.9,c1
Cancer,2,10,1,0.5,0.9,0.9,FALSE,TRUE,TRUE,1,1000,100,100,100,4,5,c1
Cancer,2,10,1,0.5,0.9,0.9,FALSE,TRUE,TRUE,7,1000,100,100,100,1,0.1,c2
Cancer,2,10,1,0.5,0.9,5,FALSE,TRUE,FALSE,1,1000,100,100,100,1,0.5,c2
Cancer,2,10,1,0.5,5,0.5,TRUE,FALSE,FALSE,1,1000,100,100,100,3,0.9,c2
Cancer,2,10,1,0.5,5,0.9,TRUE,FALSE,FALSE,1,1000,100,100,100,7,5,c2
Cancer,2,10,1,0.8,0.5,0.1,TRUE,FALSE,FALSE,15,1000,100,100,100,,,
Cancer,2,10,1,0.2,0.1,0.5,FALSE,,FALSE,15,1000,100,100,99.5258028304955,,,
Cancer,2,10,1,0.2,0.1,0.9,FALSE,,FALSE,7,1000,100,100,99.5258028304955,,,
Cancer,2,10,1,0.2,0.1,0.9,FALSE,,FALSE,15,1000,100,100,99.5258028304955,,,
Cancer,2,10,1,0.2,0.5,0.5,FALSE,,TRUE,1,1000,100,100,99.5258028304955,,,
Cancer,2,10,1,0.2,0.5,0.9,FALSE,,FALSE,1,1000,100,100,99.5258028304955,,,
Cancer,2,10,1,0.2,0.5,0.9,FALSE,,FALSE,7,1000,100,100,99.5258028304955,,,
